departure_airport,arrival_airport,departure_datetime,arrival_datetime,flight_number
JFK,LAS,2025-07-10 18:30:00,2025-07-10 03:14:00,B61211
JFK,SJU,2025-07-10 18:30:00,2025-07-10 22:35:00,B6803
EWR,TPA,2025-07-10 18:38:00,2025-07-10 21:40:00,B6873
LAX,JFK,2025-07-10 18:40:00,2025-07-10 21:23:00,B6524
JFK,CHS,2025-07-10 18:44:00,2025-07-10 21:04:00,B62473
DCA,BOS,2025-07-10 18:45:00,2025-07-10 20:20:00,B61354
FLL,PVD,2025-07-10 18:47:00,2025-07-10 21:52:00,B61196
MCO,ALB,2025-07-10 18:49:00,2025-07-10 21:45:00,B6119
LGA,FLL,2025-07-10 18:55:00,2025-07-10 22:07:00,B6471
MCO,BOS,2025-07-10 18:55:00,2025-07-10 22:05:00,B62052
HPN,ACK,2025-07-10 18:59:00,2025-07-10 20:07:00,B62666
ORH,FLL,2025-07-10 18:59:00,2025-07-10 22:21:00,B62119
MCO,LGA,2025-07-10 18:59:00,2025-07-10 21:48:00,B61098
DCA,ACK,2025-07-10 19:00:00,2025-07-10 20:26:00,B62494
BOS,TPA,2025-07-10 19:00:00,2025-07-10 22:34:00,B6391
JFK,LAX,2025-07-10 19:00:00,2025-07-10 04:11:00,B61023
BOS,BUF,2025-07-10 19:05:00,2025-07-10 20:44:00,B61115
HPN,MCO,2025-07-10 19:05:00,2025-07-10 21:59:00,B6495
LAS,JFK,2025-07-10 19:10:00,2025-07-10 21:29:00,B6448
BOS,DCA,2025-07-10 19:15:00,2025-07-10 21:05:00,B61355
ACK,JFK,2025-07-10 19:18:00,2025-07-10 20:29:00,B6192
BOS,BNA,2025-07-10 19:19:00,2025-07-10 23:22:00,B6507
ISP,PBI,2025-07-10 19:20:00,2025-07-10 22:10:00,B6545
BOS,MCO,2025-07-10 19:20:00,2025-07-10 22:49:00,B6451
FLL,PHL,2025-07-10 19:28:00,2025-07-10 22:25:00,B62022
JFK,BOS,2025-07-10 19:30:00,2025-07-10 20:59:00,B6618
LAX,JFK,2025-07-10 19:30:00,2025-07-10 22:15:00,B6424
LGA,MCO,2025-07-10 19:30:00,2025-07-10 22:37:00,B6699
JFK,SAV,2025-07-10 19:31:00,2025-07-10 22:02:00,B6341
BOS,DTW,2025-07-10 19:36:00,2025-07-10 21:52:00,B61237
MCO,HPN,2025-07-10 19:36:00,2025-07-10 22:29:00,B61694
SJU,TPA,2025-07-10 19:43:00,2025-07-10 22:44:00,B61752
FLL,DCA,2025-07-10 19:45:00,2025-07-10 22:17:00,B61880
EWR,SJU,2025-07-10 19:45:00,2025-07-09 23:46:00,B61289
SJU,MCO,2025-07-10 19:45:00,2025-07-10 22:50:00,B62134
BOS,PIT,2025-07-10 19:50:00,2025-07-10 21:49:00,B62185
BOS,JAX,2025-07-10 19:50:00,2025-07-10 22:52:00,B6509
LAX,EWR,2025-07-10 19:50:00,2025-07-10 22:20:00,B61874
BOS,ATL,2025-07-10 19:56:00,2025-07-10 22:59:00,B61317
MVY,JFK,2025-07-10 19:57:00,2025-07-10 21:05:00,B61539
BOS,RDU,2025-07-10 19:59:00,2025-07-10 22:10:00,B62783
JFK,LAX,2025-07-10 19:59:00,2025-07-10 05:18:00,B61523
JFK,RSW,2025-07-10 19:59:00,2025-07-09 23:21:00,B62129
RSW,HPN,2025-07-10 20:00:00,2025-07-09 23:01:00,B61252
MCO,EWR,2025-07-10 20:02:00,2025-07-10 22:59:00,B61728
LAX,FLL,2025-07-10 20:03:00,2025-07-10 22:26:00,B6100
BOS,JFK,2025-07-10 20:05:00,2025-07-10 21:30:00,B61417
EWR,MCO,2025-07-10 20:07:00,2025-07-09 23:04:00,B61727
DCA,FLL,2025-07-10 20:10:00,2025-07-10 22:52:00,B61579
BOS,SYR,2025-07-10 20:14:00,2025-07-10 21:38:00,B6845
JFK,BUF,2025-07-10 20:15:00,2025-07-10 22:00:00,B61202
FLL,LGA,2025-07-10 20:15:00,2025-07-09 23:09:00,B6472
BOS,CHS,2025-07-10 20:15:00,2025-07-10 22:50:00,B62467
BOS,LAS,2025-07-10 20:20:00,2025-07-10 05:11:00,B6777
FLL,BOS,2025-07-10 20:26:00,2025-07-09 23:46:00,B6170
LAS,FLL,2025-07-10 20:27:00,2025-07-10 22:35:00,B61708
FLL,JFK,2025-07-10 20:28:00,2025-07-09 23:30:00,B61802
BOS,FLL,2025-07-10 20:29:00,2025-07-10 00:00:00,B669
JFK,MCO,2025-07-10 20:29:00,2025-07-09 23:40:00,B6483
ATL,JFK,2025-07-10 20:30:00,2025-07-09 23:00:00,B6520
RDU,BOS,2025-07-10 20:35:00,2025-07-10 22:40:00,B62184
MCO,RIC,2025-07-10 20:35:00,2025-07-10 22:40:00,B6770
SJU,HPN,2025-07-10 20:38:00,2025-07-10 00:30:00,B62602
PHL,BOS,2025-07-10 20:40:00,2025-07-10 22:14:00,B6560
LAX,BOS,2025-07-10 20:44:00,2025-07-09 23:26:00,B61388
FLL,LAX,2025-07-10 20:45:00,2025-07-10 05:10:00,B6101
LAS,BOS,2025-07-10 20:45:00,2025-07-09 23:00:00,B61178
DCA,BOS,2025-07-10 20:45:00,2025-07-10 22:26:00,B62954
RDU,JFK,2025-07-10 20:45:00,2025-07-10 22:30:00,B686
PVD,TPA,2025-07-10 20:46:00,2025-07-09 23:55:00,B61689
PBI,LGA,2025-07-10 20:46:00,2025-07-09 23:30:00,B61962
EWR,LAX,2025-07-10 20:50:00,2025-07-10 05:55:00,B61873
BNA,JFK,2025-07-10 20:52:00,2025-07-10 22:15:00,B61174
ACK,BOS,2025-07-10 20:55:00,2025-07-10 21:51:00,B61351
FLL,SJU,2025-07-10 20:55:00,2025-07-09 23:34:00,B61453
FLL,EWR,2025-07-10 20:56:00,2025-07-09 23:00:00,B6106
JFK,JAX,2025-07-10 20:59:00,2025-07-09 23:51:00,B61677
PIT,BOS,2025-07-10 21:04:00,2025-07-10 22:48:00,B61786
MCO,JFK,2025-07-10 21:05:00,2025-07-10 00:01:00,B61284
SJU,DCA,2025-07-10 21:05:00,2025-07-10 00:06:00,B61348
JFK,FLL,2025-07-10 21:10:00,2025-07-10 00:34:00,B62201
SJU,JFK,2025-07-10 21:16:00,2025-07-10 01:05:00,B6304
PVD,MCO,2025-07-10 21:16:00,2025-07-10 00:17:00,B62876
LAX,JFK,2025-07-10 21:21:00,2025-07-10 00:00:00,B6324
FLL,DCA,2025-07-10 21:25:00,2025-07-09 23:59:00,B62080
MCO,BOS,2025-07-10 21:25:00,2025-07-09 23:44:00,B61152
SAV,BOS,2025-07-10 21:25:00,2025-07-10 00:00:00,B6250
BOS,ATL,2025-07-10 21:25:00,2025-07-10 00:28:00,B6697
ACK,HPN,2025-07-10 21:26:00,2025-07-10 22:30:00,B62122
ORD,BOS,2025-07-10 21:27:00,2025-07-10 22:59:00,B61012
MCO,SJU,2025-07-10 21:27:00,2025-07-09 23:50:00,B6433
BUF,BOS,2025-07-10 21:30:00,2025-07-10 22:59:00,B6516
JFK,MCO,2025-07-10 21:30:00,2025-07-10 00:42:00,B6283
BOS,LAX,2025-07-10 21:33:00,2025-07-10 06:59:00,B6187
PBI,BOS,2025-07-10 21:40:00,2025-07-10 00:49:00,B62322
TPA,LGA,2025-07-10 21:41:00,2025-07-10 00:33:00,B61248
BUF,LAX,2025-07-10 21:42:00,2025-07-10 05:56:00,B6491
JFK,TPA,2025-07-10 21:50:00,2025-07-10 01:05:00,B62725
JFK,PBI,2025-07-10 21:50:00,2025-07-10 00:56:00,B61053
DCA,BOS,2025-07-10 21:50:00,2025-07-09 23:37:00,B62754
SJU,FLL,2025-07-10 21:55:00,2025-07-10 00:34:00,B6992
HPN,PBI,2025-07-10 21:55:00,2025-07-10 00:49:00,B61567
MCO,LGA,2025-07-10 21:55:00,2025-07-10 00:46:00,B6798
TPA,EWR,2025-07-10 21:59:00,2025-07-10 01:00:00,B6874
FLL,JFK,2025-07-10 21:59:00,2025-07-10 00:59:00,B6602
CHS,JFK,2025-07-10 21:59:00,2025-07-10 00:05:00,B61274
JFK,LAX,2025-07-10 21:59:00,2025-07-10 07:20:00,B6823
FLL,BQN,2025-07-10 22:00:00,2025-07-10 00:33:00,B62071
MCO,JFK,2025-07-10 22:00:00,2025-07-10 00:54:00,B62984
PBI,HPN,2025-07-10 22:10:00,2025-07-10 01:03:00,B61468
LAX,BOS,2025-07-10 22:10:00,2025-07-10 00:53:00,B6188
LAX,JFK,2025-07-10 22:10:00,2025-07-10 00:56:00,B6224
LAS,JFK,2025-07-10 22:17:00,2025-07-10 00:29:00,B6348
SJU,BOS,2025-07-10 22:20:00,2025-07-10 00:35:00,B6462
JFK,SJU,2025-07-10 22:20:00,2025-07-10 02:34:00,B62903
MCO,PVD,2025-07-10 22:20:00,2025-07-10 01:19:00,B62875
JFK,BOS,2025-07-10 22:25:00,2025-07-10 00:04:00,B6818
FLL,BUF,2025-07-10 22:27:00,2025-07-10 01:30:00,B62466
PBI,JFK,2025-07-10 22:30:00,2025-07-10 01:24:00,B61154
TPA,HPN,2025-07-10 22:35:00,2025-07-10 01:53:00,B6548
RSW,BOS,2025-07-10 22:35:00,2025-07-10 01:50:00,B62066
LAX,FLL,2025-07-10 22:38:00,2025-07-10 01:00:00,B61200
BOS,BUF,2025-07-10 22:39:00,2025-07-10 00:14:00,B6715
BOS,JFK,2025-07-10 22:40:00,2025-07-10 00:04:00,B6317
PVD,FLL,2025-07-10 22:47:00,2025-07-10 01:59:00,B61197
DTW,BOS,2025-07-10 22:47:00,2025-07-10 00:41:00,B61136
LGA,FLL,2025-07-10 22:49:00,2025-07-10 01:59:00,B6571
SJU,MCO,2025-07-10 22:50:00,2025-07-10 01:53:00,B61134
JFK,LAS,2025-07-10 22:54:00,2025-07-10 07:49:00,B6711
BUF,JFK,2025-07-10 22:55:00,2025-07-10 00:29:00,B6201
BOS,TPA,2025-07-10 22:55:00,2025-07-10 02:18:00,B6591
FLL,HPN,2025-07-10 22:59:00,2025-07-10 02:00:00,B6914
SJU,PVD,2025-07-10 22:59:00,2025-07-10 02:51:00,B6526
FLL,EWR,2025-07-10 23:00:00,2025-07-11 02:00:00,B6706
EWR,PBI,2025-07-10 23:00:00,2025-07-11 02:05:00,B6143
JFK,BNA,2025-07-10 23:00:00,2025-07-11 02:47:00,B6473
RDU,BOS,2025-07-10 23:05:00,2025-07-11 01:08:00,B61484
PBI,EWR,2025-07-10 23:06:00,2025-07-11 02:00:00,B6144
JFK,PSE,2025-07-10 23:06:00,2025-07-11 03:19:00,B6745
MCO,JFK,2025-07-10 23:08:00,2025-07-11 02:02:00,B6884
FLL,BOS,2025-07-10 23:10:00,2025-07-11 02:29:00,B6470
BOS,PBI,2025-07-10 23:10:00,2025-07-11 02:23:00,B62421
DCA,FLL,2025-07-10 23:12:00,2025-07-11 01:49:00,B61979
FLL,LGA,2025-07-10 23:18:00,2025-07-11 02:14:00,B6572
SJU,FLL,2025-07-10 23:20:00,2025-07-11 01:59:00,B6954
PHL,FLL,2025-07-10 23:20:00,2025-07-11 02:17:00,B6217
LAX,JFK,2025-07-10 23:20:00,2025-07-10 01:59:00,B6624
TPA,BOS,2025-07-10 23:29:00,2025-07-11 02:39:00,B6392
JFK,RDU,2025-07-10 23:29:00,2025-07-11 01:28:00,B6185
FLL,ALB,2025-07-10 23:30:00,2025-07-11 02:37:00,B688
JFK,ORD,2025-07-10 23:30:00,2025-07-11 03:28:00,B6405
FLL,SJU,2025-07-10 23:30:00,2025-07-11 02:12:00,B61245
EWR,LAX,2025-07-10 23:30:00,2025-07-11 08:33:00,B62073
BOS,RSW,2025-07-10 23:35:00,2025-07-11 02:59:00,B6265
HPN,MCO,2025-07-10 23:35:00,2025-07-11 02:18:00,B6195
RIC,MCO,2025-07-10 23:35:00,2025-07-11 01:40:00,B6769
FLL,LAS,2025-07-10 23:36:00,2025-07-11 07:39:00,B6607
BOS,FLL,2025-07-10 23:40:00,2025-07-11 03:08:00,B6369
BOS,MCO,2025-07-10 23:40:00,2025-07-11 02:58:00,B6251
JFK,SJU,2025-07-10 23:40:00,2025-07-11 03:54:00,B6903
JFK,MCO,2025-07-10 23:40:00,2025-07-11 02:49:00,B62583
BOS,DTW,2025-07-10 23:43:00,2025-07-11 01:57:00,B61337
MCO,BOS,2025-07-10 23:45:00,2025-07-11 02:55:00,B61952
BOS,SJU,2025-07-10 23:45:00,2025-07-11 03:49:00,B6561
MCO,HPN,2025-07-10 23:45:00,2025-07-11 02:42:00,B61294
JAX,BOS,2025-07-10 23:49:00,2025-07-11 02:30:00,B6810
TPA,SJU,2025-07-10 23:50:00,2025-07-11 02:54:00,B61751
FLL,JFK,2025-07-10 23:50:00,2025-07-11 02:46:00,B62102
SJU,TPA,2025-07-10 23:55:00,2025-07-11 02:55:00,B62752
FLL,RIC,2025-07-10 23:55:00,2025-07-11 02:16:00,B61146
ATL,BOS,2025-07-10 23:55:00,2025-07-11 02:38:00,B61308
CHS,BOS,2025-07-10 23:55:00,2025-07-11 02:18:00,B62468
BOS,RIC,2025-07-10 23:55:00,2025-07-11 01:47:00,B6381
JFK,ATL,2025-07-10 23:55:00,2025-07-11 02:40:00,B6719
LGA,PBI,2025-07-10 23:59:00,2025-07-11 02:59:00,B61761
BOS,BNA,2025-07-10 23:59:00,2025-07-11 03:51:00,B6907
MCO,EWR,2025-07-10 23:59:00,2025-07-11 02:48:00,B62128
HPN,FLL,2025-07-11 00:00:00,2025-07-11 02:59:00,B6613
EWR,MCO,2025-07-11 00:00:00,2025-07-11 02:57:00,B61827
MCO,JFK,2025-07-11 00:05:00,2025-07-11 02:59:00,B6384
MCO,BQN,2025-07-11 00:05:00,2025-07-11 02:59:00,B6430
JFK,LAX,2025-07-11 00:10:00,2025-07-11 09:29:00,B61223
BNA,BOS,2025-07-11 00:17:00,2025-07-11 01:54:00,B6506
LAX,JFK,2025-07-11 00:18:00,2025-07-10 02:59:00,B6924
LGA,TPA,2025-07-11 00:20:00,2025-07-11 03:10:00,B647
JFK,MCO,2025-07-11 00:30:00,2025-07-11 03:36:00,B6383
JFK,DCA,2025-07-11 00:30:00,2025-07-11 01:59:00,B6955
JFK,FLL,2025-07-11 00:40:00,2025-07-11 03:59:00,B62101
FLL,LAX,2025-07-11 00:40:00,2025-07-11 08:57:00,B62501
BOS,LAX,2025-07-11 00:40:00,2025-07-11 10:00:00,B61387
SJU,JFK,2025-07-11 00:45:00,2025-07-11 04:39:00,B6704
JFK,DTW,2025-07-11 00:45:00,2025-07-11 02:59:00,B6820
FLL,RDU,2025-07-11 00:50:00,2025-07-11 02:59:00,B62626
SJU,MCO,2025-07-11 00:50:00,2025-07-11 03:47:00,B6334
JFK,PIT,2025-07-11 00:59:00,2025-07-11 02:51:00,B61195
JFK,MHT,2025-07-11 00:59:00,2025-07-11 02:27:00,B6972
SJU,EWR,2025-07-11 00:59:00,2025-07-11 04:58:00,B61990
EWR,FLL,2025-07-11 01:00:00,2025-07-11 04:10:00,B6305
JFK,SJU,2025-07-11 01:00:00,2025-07-11 05:21:00,B6303
JFK,LAX,2025-07-11 01:10:00,2025-07-11 10:24:00,B6923
JFK,BUF,2025-07-11 01:15:00,2025-07-11 02:59:00,B6102
MCO,SJU,2025-07-11 01:15:00,2025-07-11 04:15:00,B61433
LAX,JFK,2025-07-11 01:20:00,2025-07-10 03:55:00,B6824
BQN,FLL,2025-07-11 01:28:00,2025-07-11 03:59:00,B62072
JFK,PVD,2025-07-11 01:29:00,2025-07-11 02:49:00,B61128
JFK,SYR,2025-07-11 01:30:00,2025-07-11 02:59:00,B61516
JFK,PWM,2025-07-11 01:45:00,2025-07-11 03:17:00,B6308
JFK,BQN,2025-07-11 01:55:00,2025-07-11 05:59:00,B6539
JFK,BOS,2025-07-11 01:59:00,2025-07-11 03:27:00,B61318
PSE,JFK,2025-07-11 04:59:00,2025-07-11 08:59:00,B6746
LAX,BOS,2025-07-11 05:25:00,2025-07-11 08:00:00,B61488
LAX,JFK,2025-07-11 05:36:00,2025-07-11 08:07:00,B61024
LAS,JFK,2025-07-11 06:05:00,2025-07-11 08:05:00,B62348
SJU,JFK,2025-07-11 06:05:00,2025-07-11 10:02:00,B6504
LAX,EWR,2025-07-11 06:20:00,2025-07-11 08:42:00,B61574
LAS,BOS,2025-07-11 06:25:00,2025-07-11 08:36:00,B6778
LAX,BUF,2025-07-11 06:46:00,2025-07-11 08:38:00,B6492
LAX,FLL,2025-07-11 07:15:00,2025-07-11 09:30:00,B6700
LAX,JFK,2025-07-11 07:27:00,2025-07-11 10:01:00,B61524
JFK,BQN,2025-07-11 08:01:00,2025-07-11 11:49:00,B62539
MCO,SJU,2025-07-11 08:01:00,2025-07-11 11:01:00,B61233
SJU,MCO,2025-07-11 08:01:00,2025-07-11 11:02:00,B61434
BQN,MCO,2025-07-11 08:01:00,2025-07-11 10:52:00,B6729
MCO,PSE,2025-07-11 08:05:00,2025-07-11 11:02:00,B6767
LAX,BOS,2025-07-11 08:15:00,2025-07-11 10:53:00,B6988
BOS,JFK,2025-07-11 08:15:00,2025-07-11 09:30:00,B6917
JFK,SJU,2025-07-11 08:25:00,2025-07-11 12:15:00,B6403
BUF,JFK,2025-07-11 08:35:00,2025-07-11 10:00:00,B62001
EWR,SJU,2025-07-11 08:35:00,2025-07-11 12:30:00,B61889
LAX,JFK,2025-07-11 08:54:00,2025-07-11 11:31:00,B61224
LAS,FLL,2025-07-11 08:58:00,2025-07-11 10:49:00,B6608
LAS,JFK,2025-07-11 08:59:00,2025-07-11 11:02:00,B6948
ALB,FLL,2025-07-11 09:00:00,2025-07-11 12:15:00,B687
BOS,ORD,2025-07-11 09:00:00,2025-07-11 12:55:00,B6311
BOS,TPA,2025-07-11 09:00:00,2025-07-11 12:15:00,B6891
TPA,BOS,2025-07-11 09:00:00,2025-07-11 12:05:00,B61192
RIC,FLL,2025-07-11 09:00:00,2025-07-11 11:23:00,B61145
FLL,LAX,2025-07-11 09:00:00,2025-07-11 17:18:00,B61201
FLL,EWR,2025-07-11 09:00:00,2025-07-11 11:55:00,B6306
SYR,JFK,2025-07-11 09:00:00,2025-07-11 10:13:00,B61515
PBI,BOS,2025-07-11 09:00:00,2025-07-11 12:10:00,B6322
PBI,LGA,2025-07-11 09:00:00,2025-07-11 11:43:00,B61062
SJU,BOS,2025-07-11 09:00:00,2025-07-11 13:07:00,B6562
ATL,BOS,2025-07-11 09:00:00,2025-07-11 11:33:00,B6696
MCO,BOS,2025-07-11 09:00:00,2025-07-11 12:04:00,B61652
RIC,BOS,2025-07-11 09:00:00,2025-07-11 10:40:00,B6382
RSW,BOS,2025-07-11 09:00:00,2025-07-11 12:10:00,B6166
BOS,RDU,2025-07-11 09:00:00,2025-07-11 11:05:00,B61883
SJU,JFK,2025-07-11 09:00:00,2025-07-11 12:59:00,B62904
DTW,JFK,2025-07-11 09:00:00,2025-07-11 10:45:00,B61419
RSW,JFK,2025-07-11 09:00:00,2025-07-11 11:48:00,B6130
JFK,LAX,2025-07-11 09:00:00,2025-07-11 17:55:00,B6123
MCO,SJU,2025-07-11 09:00:00,2025-07-11 12:00:00,B62133
PVD,SJU,2025-07-11 09:00:00,2025-07-11 12:48:00,B6525
EWR,MCO,2025-07-11 09:00:00,2025-07-11 11:42:00,B6927
PVD,MCO,2025-07-11 09:00:00,2025-07-11 11:54:00,B61076
EWR,RSW,2025-07-11 09:00:00,2025-07-11 11:58:00,B61911
SJU,MCO,2025-07-11 09:01:00,2025-07-11 12:03:00,B6234
FLL,JFK,2025-07-11 09:03:00,2025-07-11 11:59:00,B6302
PWM,JFK,2025-07-11 09:05:00,2025-07-11 10:24:00,B6307
BQN,JFK,2025-07-11 09:05:00,2025-07-11 12:57:00,B6538
PBI,HPN,2025-07-11 09:06:00,2025-07-11 12:00:00,B61368
BOS,MCO,2025-07-11 09:15:00,2025-07-11 12:22:00,B6351
BOS,JAX,2025-07-11 09:20:00,2025-07-11 12:07:00,B6109
JAX,JFK,2025-07-11 09:20:00,2025-07-11 11:40:00,B61678
BOS,LAX,2025-07-11 09:25:00,2025-07-11 18:40:00,B6287
BOS,DCA,2025-07-11 09:25:00,2025-07-11 11:05:00,B62255
JFK,BOS,2025-07-11 09:30:00,2025-07-11 10:44:00,B62718
JFK,LAS,2025-07-11 09:30:00,2025-07-11 18:00:00,B6411
DCA,JFK,2025-07-11 09:30:00,2025-07-11 10:43:00,B6254
JFK,MCO,2025-07-11 09:30:00,2025-07-11 12:14:00,B61083
BOS,FLL,2025-07-11 09:35:00,2025-07-11 13:00:00,B6569
TPA,JFK,2025-07-11 09:45:00,2025-07-11 12:29:00,B6126
RDU,FLL,2025-07-11 09:45:00,2025-07-11 11:55:00,B62625
JFK,RDU,2025-07-11 09:45:00,2025-07-11 11:24:00,B62285
MCO,JFK,2025-07-11 09:46:00,2025-07-11 12:29:00,B61184
RDU,JFK,2025-07-11 09:47:00,2025-07-11 11:30:00,B6286
FLL,DCA,2025-07-11 09:50:00,2025-07-11 12:20:00,B61480
JFK,SAV,2025-07-11 09:50:00,2025-07-11 12:01:00,B6741
LGA,MCO,2025-07-11 09:50:00,2025-07-11 12:34:00,B6599
JFK,FLL,2025-07-11 09:54:00,2025-07-11 12:59:00,B61601
JFK,LAX,2025-07-11 09:55:00,2025-07-11 18:52:00,B6223
EWR,FLL,2025-07-11 09:59:00,2025-07-11 12:54:00,B6205
HPN,PBI,2025-07-11 09:59:00,2025-07-11 12:46:00,B61067
TPA,EWR,2025-07-11 10:00:00,2025-07-11 12:49:00,B62274
FLL,ORH,2025-07-11 10:00:00,2025-07-11 12:58:00,B62020
SJU,FLL,2025-07-11 10:00:00,2025-07-11 12:41:00,B61246
LGA,FLL,2025-07-11 10:00:00,2025-07-11 13:00:00,B61471
DCA,FLL,2025-07-11 10:00:00,2025-07-11 12:35:00,B6379
FLL,BOS,2025-07-11 10:00:00,2025-07-11 13:14:00,B6690
FLL,HPN,2025-07-11 10:00:00,2025-07-11 13:00:00,B6814
PIT,JFK,2025-07-11 10:00:00,2025-07-11 11:30:00,B61198
BOS,RSW,2025-07-11 10:00:00,2025-07-11 13:28:00,B6165
MHT,JFK,2025-07-11 10:00:00,2025-07-11 11:14:00,B6971
HPN,RSW,2025-07-11 10:00:00,2025-07-11 12:56:00,B61551
FLL,CHS,2025-07-11 10:05:00,2025-07-11 11:45:00,B61130
ATL,JFK,2025-07-11 10:06:00,2025-07-11 12:29:00,B6320
PVD,JFK,2025-07-11 10:07:00,2025-07-11 11:09:00,B61129
BOS,PIT,2025-07-11 10:10:00,2025-07-11 12:03:00,B61585
BOS,JFK,2025-07-11 10:10:00,2025-07-11 11:30:00,B6417
PBI,EWR,2025-07-11 10:12:00,2025-07-11 13:00:00,B62144
TPA,SJU,2025-07-11 10:15:00,2025-07-11 13:20:00,B62751
MCO,SYR,2025-07-11 10:15:00,2025-07-11 13:02:00,B6656
MCO,LGA,2025-07-11 10:19:00,2025-07-11 13:00:00,B6598
BUF,FLL,2025-07-11 10:20:00,2025-07-11 13:20:00,B62465
FLL,SJU,2025-07-11 10:20:00,2025-07-11 12:58:00,B6991
BUF,BOS,2025-07-11 10:22:00,2025-07-11 11:42:00,B6716
JFK,BUF,2025-07-11 10:30:00,2025-07-11 12:00:00,B61602
HPN,TPA,2025-07-11 10:30:00,2025-07-11 13:18:00,B61447
JFK,PBI,2025-07-11 10:30:00,2025-07-11 13:29:00,B6953
DTW,BOS,2025-07-11 10:30:00,2025-07-11 12:26:00,B61236
BOS,LAS,2025-07-11 10:41:00,2025-07-11 19:30:00,B61177
SYR,BOS,2025-07-11 10:45:00,2025-07-11 11:54:00,B6374
DCA,MCO,2025-07-11 10:45:00,2025-07-11 13:05:00,B62423
EWR,LAX,2025-07-11 10:45:00,2025-07-11 19:32:00,B61573
LGA,TPA,2025-07-11 10:59:00,2025-07-11 13:49:00,B61247
FLL,ISP,2025-07-11 11:00:00,2025-07-11 13:51:00,B6514
FLL,PHL,2025-07-11 11:00:00,2025-07-11 13:52:00,B62016
FLL,RDU,2025-07-11 11:00:00,2025-07-11 13:03:00,B62926
BOS,SJU,2025-07-11 11:00:00,2025-07-11 15:06:00,B6861
BOS,LAX,2025-07-11 11:00:00,2025-07-11 20:12:00,B6687
BOS,MCO,2025-07-11 11:00:00,2025-07-11 14:11:00,B6651
BOS,DCA,2025-07-11 11:00:00,2025-07-11 12:41:00,B6455
BNA,JFK,2025-07-11 11:00:00,2025-07-11 12:27:00,B61074
JFK,CHS,2025-07-11 11:00:00,2025-07-11 13:15:00,B61273
MCO,SJU,2025-07-11 11:00:00,2025-07-11 14:00:00,B61033
DCA,SJU,2025-07-11 11:00:00,2025-07-11 14:59:00,B61347
HPN,SJU,2025-07-11 11:00:00,2025-07-11 14:45:00,B62601
JFK,LAX,2025-07-11 11:01:00,2025-07-11 20:01:00,B6323
BOS,PHL,2025-07-11 11:05:00,2025-07-11 12:38:00,B61159
SJU,MCO,2025-07-11 11:05:00,2025-07-11 14:07:00,B61334
JFK,ATL,2025-07-11 11:10:00,2025-07-11 13:36:00,B6519
JFK,FLL,2025-07-11 11:15:00,2025-07-11 14:31:00,B61
PBI,JFK,2025-07-11 11:15:00,2025-07-11 14:00:00,B6854
ORD,JFK,2025-07-11 11:16:00,2025-07-11 12:29:00,B6406
FLL,LAS,2025-07-11 11:20:00,2025-07-11 19:17:00,B61707
SJU,BOS,2025-07-11 11:25:00,2025-07-11 15:35:00,B6762
BOS,DTW,2025-07-11 11:25:00,2025-07-11 13:37:00,B6837
JFK,MCO,2025-07-11 11:29:00,2025-07-11 14:21:00,B6183
BUF,MCO,2025-07-11 11:30:00,2025-07-11 14:05:00,B685
HPN,FLL,2025-07-11 11:30:00,2025-07-11 14:25:00,B6813
JFK,BOS,2025-07-11 11:30:00,2025-07-11 12:51:00,B61018
BOS,BUF,2025-07-11 11:35:00,2025-07-11 13:09:00,B61295
DCA,BOS,2025-07-11 11:40:00,2025-07-11 13:16:00,B61854
BOS,JFK,2025-07-11 11:40:00,2025-07-11 12:59:00,B61117
BOS,MVY,2025-07-11 11:45:00,2025-07-11 12:31:00,B61324
MCO,DCA,2025-07-11 11:45:00,2025-07-11 14:00:00,B62024
JFK,SJU,2025-07-11 11:50:00,2025-07-11 15:50:00,B61603
PSE,MCO,2025-07-11 11:50:00,2025-07-11 14:53:00,B6768
HPN,ACK,2025-07-11 11:56:00,2025-07-11 13:00:00,B62121
SJU,FLL,2025-07-11 12:00:00,2025-07-11 14:41:00,B61454
DCA,PBI,2025-07-11 12:00:00,2025-07-11 14:30:00,B62433
MCO,BOS,2025-07-11 12:00:00,2025-07-11 14:58:00,B6552
RDU,BOS,2025-07-11 12:00:00,2025-07-11 13:59:00,B6484
JFK,LAX,2025-07-11 12:00:00,2025-07-11 20:59:00,B6523
BOS,ATL,2025-07-11 12:05:00,2025-07-11 14:53:00,B61097
JFK,RSW,2025-07-11 12:05:00,2025-07-11 15:12:00,B61529
BNA,BOS,2025-07-11 12:10:00,2025-07-11 13:44:00,B6806
MCO,HPN,2025-07-11 12:10:00,2025-07-11 14:57:00,B694
BOS,TPA,2025-07-11 12:14:00,2025-07-11 15:29:00,B6791
BOS,BNA,2025-07-11 12:15:00,2025-07-11 16:03:00,B61807
RDU,JFK,2025-07-11 12:19:00,2025-07-11 13:58:00,B62786
MCO,ISP,2025-07-11 12:20:00,2025-07-11 15:00:00,B6546
BOS,PBI,2025-07-11 12:20:00,2025-07-11 15:32:00,B621
BOS,DCA,2025-07-11 12:22:00,2025-07-11 13:59:00,B62355
JFK,MVY,2025-07-11 12:25:00,2025-07-11 13:38:00,B61338
JFK,ORD,2025-07-11 12:30:00,2025-07-11 16:19:00,B6905
