departure_airport,arrival_airport,flight_number,departure_time,arrival_time
JFK,RDU,1185,2025-12-13 20:00:00,2025-12-13 21:51:00
JFK,RDU,1185,2025-12-14 20:00:00,2025-12-14 21:51:00
JFK,RDU,1185,2025-12-15 20:00:00,2025-12-15 21:51:00
JFK,RDU,1185,2025-12-16 20:00:00,2025-12-16 21:51:00
JFK,RDU,1185,2025-12-17 20:00:00,2025-12-17 21:51:00
JFK,RDU,1185,2025-12-18 21:59:00,2025-12-18 23:58:00
JFK,RDU,1185,2025-12-19 21:59:00,2025-12-19 23:58:00
JFK,RDU,1185,2025-12-20 21:59:00,2025-12-20 23:58:00
JFK,RDU,1185,2025-12-21 21:59:00,2025-12-21 23:58:00
JFK,RDU,1185,2025-12-22 21:59:00,2025-12-22 23:58:00
JFK,RDU,1185,2025-12-23 21:59:00,2025-12-23 23:58:00
JFK,RDU,1185,2025-12-25 21:59:00,2025-12-25 23:58:00
JFK,RDU,1185,2025-12-26 21:59:00,2025-12-26 23:58:00
JFK,RDU,1185,2025-12-27 21:59:00,2025-12-27 23:58:00
JFK,RDU,1185,2025-12-28 21:59:00,2025-12-28 23:58:00
JFK,RDU,1185,2025-12-29 21:59:00,2025-12-29 23:58:00
JFK,RDU,1185,2025-12-30 21:59:00,2025-12-30 23:58:00
JFK,RDU,1185,2025-12-31 21:59:00,2025-12-31 23:58:00
JFK,RDU,2485,2025-12-03 14:30:00,2025-12-03 16:15:00
JFK,RDU,2485,2025-12-05 14:30:00,2025-12-05 16:15:00
JFK,RDU,2485,2025-12-06 14:30:00,2025-12-06 16:15:00
JFK,RDU,2485,2025-12-07 14:30:00,2025-12-07 16:15:00
JFK,RDU,2485,2025-12-08 14:30:00,2025-12-08 16:15:00
JFK,RDU,2485,2025-12-09 14:30:00,2025-12-09 16:15:00
JFK,RDU,2485,2025-12-10 14:30:00,2025-12-10 16:15:00
JFK,RDU,2485,2025-12-11 15:12:00,2025-12-11 16:56:00
JFK,RDU,2485,2025-12-12 15:12:00,2025-12-12 16:56:00
JFK,RDU,2485,2025-12-13 14:30:00,2025-12-13 16:15:00
JFK,RDU,2485,2025-12-14 15:12:00,2025-12-14 16:56:00
JFK,RDU,2485,2025-12-15 15:12:00,2025-12-15 16:56:00
JFK,RDU,2485,2025-12-16 14:30:00,2025-12-16 16:15:00
JFK,RDU,2485,2025-12-17 14:30:00,2025-12-17 16:15:00
JFK,RDU,2485,2025-12-18 16:42:00,2025-12-18 18:39:00
JFK,RDU,2485,2025-12-19 16:42:00,2025-12-19 18:39:00
JFK,RDU,2485,2025-12-20 16:46:00,2025-12-20 18:43:00
JFK,RDU,2485,2025-12-21 16:42:00,2025-12-21 18:39:00
JFK,RDU,2485,2025-12-22 16:42:00,2025-12-22 18:39:00
JFK,RDU,2485,2025-12-23 16:42:00,2025-12-23 18:39:00
JFK,RDU,2485,2025-12-24 16:42:00,2025-12-24 18:39:00
JFK,RDU,2485,2025-12-25 16:42:00,2025-12-25 18:39:00
JFK,RDU,2485,2025-12-26 16:42:00,2025-12-26 18:39:00
JFK,RDU,2485,2025-12-27 16:46:00,2025-12-27 18:43:00
JFK,RDU,2485,2025-12-28 16:42:00,2025-12-28 18:39:00
JFK,RDU,2485,2025-12-29 16:42:00,2025-12-29 18:39:00
JFK,RDU,2485,2025-12-30 16:42:00,2025-12-30 18:39:00
JFK,RDU,2485,2025-12-31 16:42:00,2025-12-31 18:39:00
JFK,RDU,285,2025-12-03 07:59:00,2025-12-03 09:53:00
JFK,RDU,285,2025-12-04 07:59:00,2025-12-04 09:53:00
JFK,RDU,285,2025-12-05 07:59:00,2025-12-05 09:53:00
JFK,RDU,285,2025-12-06 08:00:00,2025-12-06 09:54:00
JFK,RDU,285,2025-12-07 07:59:00,2025-12-07 09:53:00
JFK,RDU,285,2025-12-08 07:59:00,2025-12-08 09:53:00
JFK,RDU,285,2025-12-09 07:59:00,2025-12-09 09:53:00
JFK,RDU,285,2025-12-10 07:59:00,2025-12-10 09:53:00
JFK,RDU,285,2025-12-11 07:59:00,2025-12-11 09:53:00
JFK,RDU,285,2025-12-12 07:59:00,2025-12-12 09:53:00
JFK,RDU,285,2025-12-13 08:00:00,2025-12-13 09:54:00
JFK,RDU,285,2025-12-14 07:59:00,2025-12-14 09:53:00
JFK,RDU,285,2025-12-15 07:59:00,2025-12-15 09:53:00
JFK,RDU,285,2025-12-16 07:59:00,2025-12-16 09:53:00
JFK,RDU,285,2025-12-17 07:59:00,2025-12-17 09:53:00
JFK,RDU,285,2025-12-18 07:10:00,2025-12-18 08:59:00
JFK,RDU,285,2025-12-19 07:10:00,2025-12-19 08:59:00
JFK,RDU,285,2025-12-20 07:10:00,2025-12-20 08:59:00
JFK,RDU,285,2025-12-21 07:10:00,2025-12-21 08:59:00
JFK,RDU,285,2025-12-22 07:10:00,2025-12-22 08:59:00
JFK,RDU,285,2025-12-23 07:10:00,2025-12-23 08:59:00
JFK,RDU,285,2025-12-24 07:10:00,2025-12-24 08:59:00
JFK,RDU,285,2025-12-25 07:10:00,2025-12-25 08:59:00
JFK,RDU,285,2025-12-26 07:10:00,2025-12-26 08:59:00
JFK,RDU,285,2025-12-27 07:10:00,2025-12-27 08:59:00
JFK,RDU,285,2025-12-28 07:10:00,2025-12-28 08:59:00
JFK,RDU,285,2025-12-29 07:10:00,2025-12-29 08:59:00
JFK,RDU,285,2025-12-30 07:10:00,2025-12-30 08:59:00
JFK,RDU,285,2025-12-31 07:10:00,2025-12-31 08:59:00
JFK,ROC,1186,2025-12-03 13:45:00,2025-12-03 15:10:00
JFK,ROC,1186,2025-12-04 13:45:00,2025-12-04 15:10:00
JFK,ROC,1186,2025-12-05 13:45:00,2025-12-05 15:10:00
JFK,ROC,1186,2025-12-06 13:45:00,2025-12-06 15:10:00
JFK,ROC,1186,2025-12-07 13:45:00,2025-12-07 15:10:00
JFK,ROC,1186,2025-12-08 13:45:00,2025-12-08 15:10:00
JFK,ROC,1186,2025-12-09 13:45:00,2025-12-09 15:10:00
JFK,ROC,1186,2025-12-10 13:45:00,2025-12-10 15:10:00
JFK,ROC,1186,2025-12-11 13:45:00,2025-12-11 15:10:00
JFK,ROC,1186,2025-12-12 13:45:00,2025-12-12 15:10:00
JFK,ROC,1186,2025-12-13 13:45:00,2025-12-13 15:10:00
JFK,ROC,1186,2025-12-14 13:45:00,2025-12-14 15:10:00
JFK,ROC,1186,2025-12-15 13:45:00,2025-12-15 15:10:00
JFK,ROC,1186,2025-12-16 13:45:00,2025-12-16 15:10:00
JFK,ROC,1186,2025-12-17 13:45:00,2025-12-17 15:10:00
JFK,ROC,486,2025-12-03 21:45:00,2025-12-03 23:15:00
JFK,ROC,486,2025-12-04 21:45:00,2025-12-04 23:15:00
JFK,ROC,486,2025-12-05 21:45:00,2025-12-05 23:15:00
JFK,ROC,486,2025-12-06 21:45:00,2025-12-06 23:15:00
JFK,ROC,486,2025-12-07 21:45:00,2025-12-07 23:15:00
JFK,ROC,486,2025-12-08 21:45:00,2025-12-08 23:15:00
JFK,ROC,486,2025-12-09 21:45:00,2025-12-09 23:15:00
JFK,ROC,486,2025-12-10 21:45:00,2025-12-10 23:15:00
JFK,ROC,486,2025-12-11 21:45:00,2025-12-11 23:15:00
JFK,ROC,486,2025-12-12 21:45:00,2025-12-12 23:15:00
JFK,ROC,486,2025-12-13 21:45:00,2025-12-13 23:15:00
JFK,ROC,486,2025-12-14 21:45:00,2025-12-14 23:15:00
JFK,ROC,486,2025-12-15 21:45:00,2025-12-15 23:15:00
JFK,ROC,486,2025-12-16 21:45:00,2025-12-16 23:15:00
JFK,ROC,486,2025-12-17 21:45:00,2025-12-17 23:15:00
JFK,ROC,486,2025-12-18 22:25:00,2025-12-18 23:59:00
JFK,ROC,486,2025-12-19 22:25:00,2025-12-19 23:59:00
JFK,ROC,486,2025-12-20 22:25:00,2025-12-20 23:59:00
JFK,ROC,486,2025-12-21 22:25:00,2025-12-21 23:59:00
JFK,ROC,486,2025-12-22 22:25:00,2025-12-22 23:59:00
JFK,ROC,486,2025-12-23 22:25:00,2025-12-23 23:59:00
JFK,ROC,486,2025-12-24 22:25:00,2025-12-24 23:59:00
JFK,ROC,486,2025-12-25 22:25:00,2025-12-25 23:59:00
JFK,ROC,486,2025-12-26 22:25:00,2025-12-26 23:59:00
JFK,ROC,486,2025-12-27 22:25:00,2025-12-27 23:59:00
JFK,ROC,486,2025-12-28 22:25:00,2025-12-28 23:59:00
JFK,ROC,486,2025-12-29 22:25:00,2025-12-29 23:59:00
JFK,ROC,486,2025-12-30 22:25:00,2025-12-30 23:59:00
JFK,ROC,486,2025-12-31 22:25:00,2025-12-31 23:59:00
JFK,RSW,1029,2025-12-04 11:04:00,2025-12-04 14:19:00
JFK,RSW,1029,2025-12-05 11:04:00,2025-12-05 14:19:00
JFK,RSW,1029,2025-12-06 11:20:00,2025-12-06 14:35:00
JFK,RSW,1029,2025-12-07 11:04:00,2025-12-07 14:19:00
JFK,RSW,1029,2025-12-08 11:04:00,2025-12-08 14:19:00
JFK,RSW,1029,2025-12-09 11:04:00,2025-12-09 14:19:00
JFK,RSW,1029,2025-12-10 11:04:00,2025-12-10 14:19:00
JFK,RSW,1029,2025-12-11 11:04:00,2025-12-11 14:19:00
JFK,RSW,1029,2025-12-12 11:00:00,2025-12-12 14:15:00
JFK,RSW,1029,2025-12-13 11:04:00,2025-12-13 14:19:00
JFK,RSW,1029,2025-12-14 11:04:00,2025-12-14 14:19:00
JFK,RSW,1029,2025-12-15 11:04:00,2025-12-15 14:19:00
JFK,RSW,1029,2025-12-16 11:04:00,2025-12-16 14:19:00
JFK,RSW,1029,2025-12-17 11:04:00,2025-12-17 14:19:00
JFK,RSW,1729,2025-12-03 17:30:00,2025-12-03 20:45:00
JFK,RSW,1729,2025-12-04 17:30:00,2025-12-04 20:45:00
JFK,RSW,1729,2025-12-05 17:30:00,2025-12-05 20:45:00
JFK,RSW,1729,2025-12-06 17:30:00,2025-12-06 20:45:00
JFK,RSW,1729,2025-12-07 17:30:00,2025-12-07 20:45:00
JFK,RSW,1729,2025-12-08 17:30:00,2025-12-08 20:45:00
JFK,RSW,1729,2025-12-09 17:30:00,2025-12-09 20:45:00
JFK,RSW,1729,2025-12-10 17:30:00,2025-12-10 20:45:00
JFK,RSW,1729,2025-12-11 17:30:00,2025-12-11 20:45:00
JFK,RSW,1729,2025-12-12 17:30:00,2025-12-12 20:45:00
JFK,RSW,1729,2025-12-13 17:30:00,2025-12-13 20:45:00
JFK,RSW,1729,2025-12-14 17:30:00,2025-12-14 20:45:00
JFK,RSW,1729,2025-12-15 17:30:00,2025-12-15 20:45:00
JFK,RSW,1729,2025-12-16 17:30:00,2025-12-16 20:45:00
JFK,RSW,1729,2025-12-17 17:30:00,2025-12-17 20:45:00
JFK,RSW,2129,2025-12-18 20:59:00,2025-12-19 00:23:00
JFK,RSW,2129,2025-12-19 20:59:00,2025-12-20 00:23:00
JFK,RSW,2129,2025-12-20 20:59:00,2025-12-21 00:23:00
JFK,RSW,2129,2025-12-21 20:59:00,2025-12-22 00:23:00
JFK,RSW,2129,2025-12-22 20:59:00,2025-12-23 00:23:00
JFK,RSW,2129,2025-12-23 20:59:00,2025-12-24 00:23:00
JFK,RSW,2129,2025-12-24 20:59:00,2025-12-25 00:23:00
JFK,RSW,2129,2025-12-25 20:59:00,2025-12-26 00:23:00
JFK,RSW,2129,2025-12-26 20:59:00,2025-12-27 00:23:00
JFK,RSW,2129,2025-12-27 20:59:00,2025-12-28 00:23:00
JFK,RSW,2129,2025-12-28 20:59:00,2025-12-29 00:23:00
JFK,RSW,2129,2025-12-29 20:59:00,2025-12-30 00:23:00
JFK,RSW,2129,2025-12-30 20:59:00,2025-12-31 00:23:00
JFK,RSW,2129,2025-12-31 20:59:00,2026-01-01 00:23:00
JFK,RSW,2201,2025-12-18 06:35:00,2025-12-18 09:49:00
JFK,RSW,2201,2025-12-19 06:35:00,2025-12-19 09:49:00
JFK,RSW,2201,2025-12-20 06:35:00,2025-12-20 09:49:00
JFK,RSW,2201,2025-12-21 06:35:00,2025-12-21 09:49:00
JFK,RSW,2201,2025-12-22 06:35:00,2025-12-22 09:49:00
JFK,RSW,2201,2025-12-23 06:35:00,2025-12-23 09:49:00
JFK,RSW,2201,2025-12-24 06:35:00,2025-12-24 09:49:00
JFK,RSW,2201,2025-12-25 06:35:00,2025-12-25 09:49:00
JFK,RSW,2201,2025-12-26 06:35:00,2025-12-26 09:49:00
JFK,RSW,2201,2025-12-27 06:35:00,2025-12-27 09:49:00
JFK,RSW,2201,2025-12-28 06:35:00,2025-12-28 09:49:00
JFK,RSW,2201,2025-12-29 06:35:00,2025-12-29 09:49:00
JFK,RSW,2201,2025-12-30 06:35:00,2025-12-30 09:49:00
JFK,RSW,2201,2025-12-31 06:35:00,2025-12-31 09:49:00
JFK,RSW,753,2025-12-18 14:35:00,2025-12-18 17:56:00
JFK,RSW,753,2025-12-19 14:35:00,2025-12-19 17:56:00
JFK,RSW,753,2025-12-20 14:30:00,2025-12-20 17:51:00
JFK,RSW,753,2025-12-21 14:35:00,2025-12-21 17:56:00
JFK,RSW,753,2025-12-22 14:35:00,2025-12-22 17:56:00
JFK,RSW,753,2025-12-23 14:35:00,2025-12-23 17:56:00
JFK,RSW,753,2025-12-24 14:35:00,2025-12-24 17:56:00
JFK,RSW,753,2025-12-25 14:35:00,2025-12-25 17:56:00
JFK,RSW,753,2025-12-26 14:35:00,2025-12-26 17:56:00
JFK,RSW,753,2025-12-27 14:29:00,2025-12-27 17:50:00
JFK,RSW,753,2025-12-28 14:35:00,2025-12-28 17:56:00
JFK,RSW,753,2025-12-29 14:35:00,2025-12-29 17:56:00
JFK,RSW,753,2025-12-30 14:35:00,2025-12-30 17:56:00
JFK,RSW,753,2025-12-31 14:35:00,2025-12-31 17:56:00
JFK,SAV,841,2025-12-02 09:29:00,2025-12-02 12:01:00
JFK,SAV,841,2025-12-03 09:29:00,2025-12-03 12:01:00
JFK,SAV,841,2025-12-04 09:32:00,2025-12-04 12:04:00
JFK,SAV,841,2025-12-05 09:32:00,2025-12-05 12:04:00
JFK,SAV,841,2025-12-06 09:29:00,2025-12-06 12:03:00
JFK,SAV,841,2025-12-07 09:32:00,2025-12-07 12:04:00
JFK,SAV,841,2025-12-08 09:32:00,2025-12-08 12:04:00
JFK,SAV,841,2025-12-09 09:29:00,2025-12-09 12:01:00
JFK,SAV,841,2025-12-10 09:29:00,2025-12-10 12:01:00
JFK,SAV,841,2025-12-11 09:32:00,2025-12-11 12:04:00
JFK,SAV,841,2025-12-12 09:32:00,2025-12-12 12:04:00
JFK,SAV,841,2025-12-13 09:35:00,2025-12-13 12:05:00
JFK,SAV,841,2025-12-14 09:32:00,2025-12-14 12:04:00
JFK,SAV,841,2025-12-15 09:32:00,2025-12-15 12:04:00
JFK,SAV,841,2025-12-16 09:29:00,2025-12-16 12:01:00
JFK,SAV,841,2025-12-17 09:29:00,2025-12-17 12:01:00
JFK,SAV,841,2025-12-18 06:30:00,2025-12-18 08:51:00
JFK,SAV,841,2025-12-19 06:30:00,2025-12-19 08:51:00
JFK,SAV,841,2025-12-20 06:00:00,2025-12-20 08:21:00
JFK,SAV,841,2025-12-21 06:30:00,2025-12-21 08:51:00
JFK,SAV,841,2025-12-22 06:30:00,2025-12-22 08:51:00
JFK,SAV,841,2025-12-23 06:30:00,2025-12-23 08:51:00
JFK,SAV,841,2025-12-24 06:30:00,2025-12-24 08:51:00
JFK,SAV,841,2025-12-25 06:30:00,2025-12-25 08:51:00
JFK,SAV,841,2025-12-26 06:30:00,2025-12-26 08:51:00
JFK,SAV,841,2025-12-27 06:00:00,2025-12-27 08:21:00
JFK,SAV,841,2025-12-28 06:30:00,2025-12-28 08:51:00
JFK,SAV,841,2025-12-29 06:30:00,2025-12-29 08:51:00
JFK,SAV,841,2025-12-30 06:30:00,2025-12-30 08:51:00
JFK,SAV,841,2025-12-31 06:30:00,2025-12-31 08:51:00
JFK,SDQ,1009,2025-12-02 16:35:00,2025-12-02 21:27:00
JFK,SDQ,1009,2025-12-03 16:35:00,2025-12-03 21:27:00
JFK,SDQ,1009,2025-12-04 16:35:00,2025-12-04 21:27:00
JFK,SDQ,1009,2025-12-05 16:35:00,2025-12-05 21:27:00
JFK,SDQ,1009,2025-12-06 16:35:00,2025-12-06 21:27:00
JFK,SDQ,1009,2025-12-07 16:35:00,2025-12-07 21:27:00
JFK,SDQ,1009,2025-12-08 16:51:00,2025-12-08 21:43:00
JFK,SDQ,1009,2025-12-09 16:35:00,2025-12-09 21:27:00
JFK,SDQ,1009,2025-12-10 16:35:00,2025-12-10 21:27:00
JFK,SDQ,1009,2025-12-11 16:35:00,2025-12-11 21:27:00
JFK,SDQ,1009,2025-12-12 16:35:00,2025-12-12 21:27:00
JFK,SDQ,1009,2025-12-13 16:35:00,2025-12-13 21:27:00
JFK,SDQ,1009,2025-12-14 16:35:00,2025-12-14 21:27:00
JFK,SDQ,1009,2025-12-15 16:35:00,2025-12-15 21:27:00
JFK,SDQ,1009,2025-12-16 16:35:00,2025-12-16 21:27:00
JFK,SDQ,1009,2025-12-17 16:35:00,2025-12-17 21:27:00
JFK,SDQ,1009,2025-12-18 15:55:00,2025-12-18 20:52:00
JFK,SDQ,1009,2025-12-19 15:55:00,2025-12-19 20:52:00
JFK,SDQ,1009,2025-12-20 15:55:00,2025-12-20 20:52:00
JFK,SDQ,1009,2025-12-21 15:55:00,2025-12-21 20:52:00
JFK,SDQ,1009,2025-12-22 15:55:00,2025-12-22 20:52:00
JFK,SDQ,1009,2025-12-23 15:55:00,2025-12-23 20:52:00
JFK,SDQ,1009,2025-12-24 15:55:00,2025-12-24 20:52:00
JFK,SDQ,1009,2025-12-25 15:55:00,2025-12-25 20:52:00
JFK,SDQ,1009,2025-12-26 15:55:00,2025-12-26 20:52:00
JFK,SDQ,1009,2025-12-27 15:55:00,2025-12-27 20:52:00
JFK,SDQ,1009,2025-12-28 15:55:00,2025-12-28 20:52:00
JFK,SDQ,1009,2025-12-29 15:55:00,2025-12-29 20:52:00
JFK,SDQ,1009,2025-12-30 15:55:00,2025-12-30 20:52:00
JFK,SDQ,1009,2025-12-31 15:55:00,2025-12-31 20:52:00
JFK,SDQ,1109,2025-12-02 19:29:00,2025-12-03 00:24:00
JFK,SDQ,1109,2025-12-03 19:29:00,2025-12-04 00:24:00
JFK,SDQ,1109,2025-12-04 19:29:00,2025-12-05 00:24:00
JFK,SDQ,1109,2025-12-05 19:29:00,2025-12-06 00:24:00
JFK,SDQ,1109,2025-12-06 18:35:00,2025-12-06 23:31:00
JFK,SDQ,1109,2025-12-07 19:29:00,2025-12-08 00:24:00
JFK,SDQ,1109,2025-12-08 19:29:00,2025-12-09 00:24:00
JFK,SDQ,1109,2025-12-09 19:03:00,2025-12-09 23:59:00
JFK,SDQ,1109,2025-12-10 19:03:00,2025-12-10 23:59:00
JFK,SDQ,1109,2025-12-11 19:03:00,2025-12-11 23:59:00
JFK,SDQ,1109,2025-12-12 19:03:00,2025-12-12 23:59:00
JFK,SDQ,1109,2025-12-13 18:35:00,2025-12-13 23:31:00
JFK,SDQ,1109,2025-12-14 18:59:00,2025-12-14 23:55:00
JFK,SDQ,1109,2025-12-15 18:59:00,2025-12-15 23:55:00
JFK,SDQ,1109,2025-12-16 19:03:00,2025-12-16 23:59:00
JFK,SDQ,1109,2025-12-17 19:29:00,2025-12-18 00:24:00
JFK,SDQ,1309,2025-12-12 11:59:00,2025-12-12 16:49:00
JFK,SDQ,1309,2025-12-13 12:00:00,2025-12-13 16:50:00
JFK,SDQ,1309,2025-12-15 12:29:00,2025-12-15 17:17:00
JFK,SDQ,1309,2025-12-16 11:59:00,2025-12-16 16:49:00
JFK,SDQ,1309,2025-12-17 11:59:00,2025-12-17 16:49:00
JFK,SDQ,2709,2025-12-18 19:30:00,2025-12-19 00:33:00
JFK,SDQ,2709,2025-12-19 19:20:00,2025-12-20 00:23:00
JFK,SDQ,2709,2025-12-20 19:30:00,2025-12-21 00:33:00
JFK,SDQ,2709,2025-12-21 19:30:00,2025-12-22 00:33:00
JFK,SDQ,2709,2025-12-22 19:20:00,2025-12-23 00:23:00
JFK,SDQ,2709,2025-12-23 19:30:00,2025-12-24 00:33:00
JFK,SDQ,2709,2025-12-24 19:30:00,2025-12-25 00:33:00
JFK,SDQ,2709,2025-12-25 19:30:00,2025-12-26 00:33:00
JFK,SDQ,2709,2025-12-26 19:30:00,2025-12-27 00:33:00
JFK,SDQ,2709,2025-12-27 19:30:00,2025-12-28 00:33:00
JFK,SDQ,2709,2025-12-28 19:30:00,2025-12-29 00:33:00
JFK,SDQ,2709,2025-12-29 19:30:00,2025-12-30 00:33:00
JFK,SDQ,2709,2025-12-30 19:29:00,2025-12-31 00:32:00
JFK,SDQ,2709,2025-12-31 19:29:00,2026-01-01 00:32:00
JFK,SDQ,309,2025-12-01 05:01:00,2025-12-01 09:47:00
JFK,SDQ,309,2025-12-02 05:01:00,2025-12-02 09:47:00
JFK,SDQ,309,2025-12-03 05:01:00,2025-12-03 09:47:00
JFK,SDQ,309,2025-12-04 05:01:00,2025-12-04 09:47:00
JFK,SDQ,309,2025-12-05 05:01:00,2025-12-05 09:47:00
JFK,SDQ,309,2025-12-06 05:01:00,2025-12-06 09:47:00
JFK,SDQ,309,2025-12-07 05:01:00,2025-12-07 09:47:00
JFK,SDQ,309,2025-12-08 05:01:00,2025-12-08 09:47:00
JFK,SDQ,309,2025-12-09 05:01:00,2025-12-09 09:47:00
JFK,SDQ,309,2025-12-10 05:01:00,2025-12-10 09:47:00
JFK,SDQ,309,2025-12-11 05:01:00,2025-12-11 09:47:00
JFK,SDQ,309,2025-12-12 05:01:00,2025-12-12 09:47:00
JFK,SDQ,309,2025-12-13 05:01:00,2025-12-13 09:47:00
JFK,SDQ,309,2025-12-14 05:01:00,2025-12-14 09:47:00
JFK,SDQ,309,2025-12-15 05:01:00,2025-12-15 09:47:00
JFK,SDQ,309,2025-12-16 05:01:00,2025-12-16 09:47:00
JFK,SDQ,309,2025-12-17 05:01:00,2025-12-17 09:47:00
JFK,SDQ,309,2025-12-18 05:01:00,2025-12-18 09:45:00
JFK,SDQ,309,2025-12-19 05:01:00,2025-12-19 09:45:00
JFK,SDQ,309,2025-12-20 05:01:00,2025-12-20 09:45:00
JFK,SDQ,309,2025-12-21 05:01:00,2025-12-21 09:45:00
JFK,SDQ,309,2025-12-22 05:01:00,2025-12-22 09:45:00
JFK,SDQ,309,2025-12-23 05:01:00,2025-12-23 09:45:00
JFK,SDQ,309,2025-12-24 05:01:00,2025-12-24 09:45:00
JFK,SDQ,309,2025-12-25 05:01:00,2025-12-25 09:45:00
JFK,SDQ,309,2025-12-26 05:01:00,2025-12-26 09:45:00
JFK,SDQ,309,2025-12-27 05:01:00,2025-12-27 09:45:00
JFK,SDQ,309,2025-12-28 05:01:00,2025-12-28 09:45:00
JFK,SDQ,309,2025-12-29 05:01:00,2025-12-29 09:45:00
JFK,SDQ,309,2025-12-30 05:01:00,2025-12-30 09:45:00
JFK,SDQ,309,2025-12-31 05:01:00,2025-12-31 09:45:00
JFK,SDQ,409,2025-12-18 20:20:00,2025-12-19 01:23:00
JFK,SDQ,409,2025-12-19 20:20:00,2025-12-20 01:23:00
JFK,SDQ,409,2025-12-20 20:20:00,2025-12-21 01:23:00
JFK,SDQ,409,2025-12-21 20:20:00,2025-12-22 01:23:00
JFK,SDQ,409,2025-12-22 20:20:00,2025-12-23 01:23:00
JFK,SDQ,409,2025-12-23 20:20:00,2025-12-24 01:23:00
JFK,SDQ,409,2025-12-24 20:20:00,2025-12-25 01:23:00
JFK,SDQ,409,2025-12-25 20:20:00,2025-12-26 01:23:00
JFK,SDQ,409,2025-12-26 20:20:00,2025-12-27 01:23:00
JFK,SDQ,409,2025-12-27 20:20:00,2025-12-28 01:23:00
JFK,SDQ,409,2025-12-28 20:20:00,2025-12-29 01:23:00
JFK,SDQ,409,2025-12-29 20:20:00,2025-12-30 01:23:00
JFK,SDQ,409,2025-12-30 20:20:00,2025-12-31 01:23:00
JFK,SDQ,409,2025-12-31 20:20:00,2026-01-01 01:23:00
JFK,SDQ,509,2025-12-02 08:00:00,2025-12-02 12:56:00
JFK,SDQ,509,2025-12-03 08:00:00,2025-12-03 12:56:00
JFK,SDQ,509,2025-12-04 08:00:00,2025-12-04 12:56:00
JFK,SDQ,509,2025-12-05 08:00:00,2025-12-05 12:56:00
JFK,SDQ,509,2025-12-06 08:00:00,2025-12-06 12:56:00
JFK,SDQ,509,2025-12-07 08:00:00,2025-12-07 12:56:00
JFK,SDQ,509,2025-12-08 08:00:00,2025-12-08 12:56:00
JFK,SDQ,509,2025-12-09 08:00:00,2025-12-09 12:56:00
JFK,SDQ,509,2025-12-10 08:00:00,2025-12-10 12:56:00
JFK,SDQ,509,2025-12-11 08:00:00,2025-12-11 12:56:00
JFK,SDQ,509,2025-12-13 08:00:00,2025-12-13 12:56:00
JFK,SDQ,509,2025-12-14 08:00:00,2025-12-14 12:56:00
JFK,SDQ,509,2025-12-15 08:00:00,2025-12-15 12:56:00
JFK,SDQ,509,2025-12-16 08:00:00,2025-12-16 12:56:00
JFK,SDQ,509,2025-12-17 08:00:00,2025-12-17 12:56:00
JFK,SDQ,509,2025-12-18 10:05:00,2025-12-18 15:03:00
JFK,SDQ,509,2025-12-19 09:10:00,2025-12-19 14:08:00
JFK,SDQ,509,2025-12-20 09:10:00,2025-12-20 14:08:00
JFK,SDQ,509,2025-12-21 09:10:00,2025-12-21 14:08:00
JFK,SDQ,509,2025-12-22 09:10:00,2025-12-22 14:08:00
JFK,SDQ,509,2025-12-23 09:10:00,2025-12-23 14:08:00
JFK,SDQ,509,2025-12-24 09:10:00,2025-12-24 14:08:00
JFK,SDQ,509,2025-12-25 09:10:00,2025-12-25 14:08:00
JFK,SDQ,509,2025-12-26 09:10:00,2025-12-26 14:08:00
JFK,SDQ,509,2025-12-27 09:10:00,2025-12-27 14:08:00
JFK,SDQ,509,2025-12-28 09:10:00,2025-12-28 14:08:00
JFK,SDQ,509,2025-12-29 09:10:00,2025-12-29 14:08:00
JFK,SDQ,509,2025-12-30 09:10:00,2025-12-30 14:08:00
JFK,SDQ,509,2025-12-31 09:10:00,2025-12-31 14:08:00
JFK,SDQ,709,2025-12-02 21:30:00,2025-12-03 02:22:00
JFK,SDQ,709,2025-12-03 21:30:00,2025-12-04 02:22:00
JFK,SDQ,709,2025-12-04 21:30:00,2025-12-05 02:22:00
JFK,SDQ,709,2025-12-05 21:30:00,2025-12-06 02:22:00
JFK,SDQ,709,2025-12-06 21:30:00,2025-12-07 02:22:00
JFK,SDQ,709,2025-12-07 21:30:00,2025-12-08 02:22:00
JFK,SDQ,709,2025-12-08 21:30:00,2025-12-09 02:22:00
JFK,SDQ,709,2025-12-09 21:30:00,2025-12-10 02:22:00
JFK,SDQ,709,2025-12-10 21:30:00,2025-12-11 02:22:00
JFK,SDQ,709,2025-12-11 21:30:00,2025-12-12 02:22:00
JFK,SDQ,709,2025-12-12 21:30:00,2025-12-13 02:22:00
JFK,SDQ,709,2025-12-13 21:30:00,2025-12-14 02:22:00
JFK,SDQ,709,2025-12-14 21:30:00,2025-12-15 02:22:00
JFK,SDQ,709,2025-12-15 21:30:00,2025-12-16 02:22:00
JFK,SDQ,709,2025-12-16 21:30:00,2025-12-17 02:22:00
JFK,SDQ,709,2025-12-17 21:30:00,2025-12-18 02:22:00
JFK,SDQ,709,2025-12-18 21:42:00,2025-12-19 02:45:00
JFK,SDQ,709,2025-12-19 21:42:00,2025-12-20 02:45:00
JFK,SDQ,709,2025-12-20 21:42:00,2025-12-21 02:45:00
